School Code,School Name,School Type,Town,State,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil
230505,Bedford High,Public School,Bedford,MA,"PK,09,10,11,12",Bedford,230000,30,0,0,0,0,0,0,0,0,0,226,206,220,206,0,9.6,1.0,16.0,22.7,7.8,7.8,11.4,6.4,68.7,0.0,0.6,5.2,50.6,49.4,12.3,893.0,17509953.0,79410.0,221.0,39583898.54,2521.6,15697.93,46616267.25,2613.1,17839.45
230305,John Glenn Middle,Public School,Bedford,MA,"06,07,08",Bedford,230000,0,0,0,0,0,0,0,191,207,158,0,0,0,0,0,16.5,4.3,17.1,28.1,8.8,5.8,15.5,5.9,69.2,0.0,0.0,3.6,50.2,49.8,14.5,538.0,17509953.0,79410.0,221.0,39583898.54,2521.6,15697.93,46616267.25,2613.1,17839.45
230010,Lt Elezer Davis,Public School,Bedford,MA,"K,01,02",Bedford,230000,0,192,200,206,0,0,0,0,0,0,0,0,0,0,0,20.2,10.4,8.7,25.3,9.4,5.0,16.7,6.2,65.2,0.0,0.0,6.9,50.2,49.8,22.0,593.0,17509953.0,79410.0,221.0,39583898.54,2521.6,15697.93,46616267.25,2613.1,17839.45
230012,Lt Job Lane School,Public School,Bedford,MA,"03,04,05",Bedford,230000,0,0,0,0,202,182,182,0,0,0,0,0,0,0,0,17.0,7.8,17.8,32.0,7.8,5.7,15.7,4.4,70.3,0.0,0.0,3.9,53.4,46.6,20.5,535.0,17509953.0,79410.0,221.0,39583898.54,2521.6,15697.93,46616267.25,2613.1,17839.45
240505,Belchertown High,Public School,Belchertown,MA,"09,10,11,12",Belchertown,240000,0,0,0,0,0,0,0,0,0,0,179,185,175,167,4,2.4,0.1,12.0,22.1,13.5,2.0,2.0,4.1,90.3,0.1,0.1,1.4,50.3,49.7,14.0,707.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99
240006,Chestnut Hill Community School,Public School,Belchertown,MA,"04,05,06",Belchertown,240000,0,0,0,0,0,182,191,205,0,0,0,0,0,0,0,1.7,0.7,20.8,32.2,18.0,2.6,2.4,4.0,88.4,0.0,0.3,2.2,50.5,49.5,22.5,578.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99
240005,Cold Spring,Public School,Belchertown,MA,"PK,K",Belchertown,240000,29,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.3,31.2,22.9,1.2,1.8,5.3,86.5,0.0,0.0,5.3,44.7,55.3,16.4,179.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99
240025,Jabish Middle School,Public School,Belchertown,MA,"07,08",Belchertown,240000,0,0,0,0,0,0,0,0,188,207,0,0,0,0,0,3.0,0.3,18.5,32.2,19.2,2.3,1.5,1.5,92.2,0.0,0.3,2.3,51.9,48.1,15.6,409.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99
240018,Swift River Elementary,Public School,Belchertown,MA,"01,02,03",Belchertown,240000,0,0,156,161,184,0,0,0,0,0,0,0,0,0,0,2.0,2.0,21.0,38.1,23.2,2.0,1.2,5.0,88.6,0.6,0.0,2.6,52.1,47.9,20.3,505.0,10785380.0,63183.0,171.0,28806737.23,2349.1,12262.88,31648711.82,2513.4,12591.99
250003,Bellingham Early Childhood Center,Public School,Bellingham,MA,PK,Bellingham,250000,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.0,37.5,43.8,15.6,2.1,3.1,0.0,91.7,0.0,2.1,1.0,57.3,42.7,15.7,100.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
250505,Bellingham High School,Public School,Bellingham,MA,"08,09,10,11,12",Bellingham,250000,0,0,0,0,0,0,0,0,0,185,149,142,122,141,0,3.0,1.1,19.4,31.7,15.6,1.8,3.1,5.3,88.4,0.3,0.0,1.2,54.5,45.5,18.3,748.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
250315,Bellingham Memorial School,Public School,Bellingham,MA,"04,05,06,07",Bellingham,250000,0,0,0,0,0,171,188,170,182,0,0,0,0,0,0,4.5,1.0,17.6,30.7,17.3,1.7,4.2,3.5,88.9,0.3,0.0,1.4,49.9,50.1,20.2,732.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
250510,Keough Memorial Academy,Public School,Bellingham,MA,"07,08,09,10,11,12",Bellingham,250000,0,0,0,0,0,0,0,0,1,2,10,10,8,3,0,0.0,0.0,73.5,85.3,44.1,0.0,0.0,11.8,85.3,0.0,0.0,2.9,64.7,32.4,8.6,40.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
250020,South Elementary,Public School,Bellingham,MA,"K,01,02,03",Bellingham,250000,0,74,79,94,88,0,0,0,0,0,0,0,0,0,0,2.1,0.9,13.7,27.5,17.3,1.8,1.2,2.1,91.9,0.0,2.4,0.6,50.1,49.9,20.0,360.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
250025,Stall Brook,Public School,Bellingham,MA,"K,01,02,03",Bellingham,250000,0,87,79,89,87,0,0,0,0,0,0,0,0,0,0,4.7,3.8,13.5,33.0,21.3,1.8,2.0,3.5,87.4,0.0,1.5,3.8,46.8,53.2,16.0,337.0,11671237.0,71691.0,163.0,30331546.0,2359.9,12852.89,33532419.0,2536.4,13220.48
260505,Belmont High,Public School,Belmont,MA,"09,10,11,12",Belmont,260000,0,0,0,0,0,0,0,0,0,0,330,312,332,290,0,16.5,2.1,5.7,14.3,6.5,4.6,16.8,3.5,69.9,0.0,0.1,5.2,46.9,53.1,19.2,1249.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
260015,Daniel Butler,Public School,Belmont,MA,"K,01,02,03,04",Belmont,260000,0,72,68,82,74,67,0,0,0,0,0,0,0,0,0,31.4,13.5,7.2,34.4,12.9,4.4,23.7,8.8,56.7,0.6,0.0,5.8,52.6,47.4,22.8,369.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
260010,Mary Lee Burbank,Public School,Belmont,MA,"K,01,02,03,04",Belmont,260000,0,70,65,91,74,73,0,0,0,0,0,0,0,0,0,19.0,12.3,5.6,24.9,5.9,2.1,20.6,4.3,65.1,0.0,0.3,7.5,49.6,50.4,22.8,346.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
260035,Roger E Wellington,Public School,Belmont,MA,"PK,K,01,02,03,04",Belmont,260000,61,114,110,122,115,119,0,0,0,0,0,0,0,0,0,22.9,9.8,10.9,27.5,8.0,3.1,15.3,2.2,69.0,0.0,0.0,10.5,55.1,44.9,22.5,648.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
260005,Winn Brook,Public School,Belmont,MA,"K,01,02,03,04",Belmont,260000,0,94,86,96,101,91,0,0,0,0,0,0,0,0,0,25.0,12.2,8.1,25.6,4.5,1.7,24.8,3.4,63.0,0.2,0.0,6.8,51.3,48.7,22.4,458.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
260305,Winthrop L Chenery Middle,Public School,Belmont,MA,"05,06,07,08",Belmont,260000,0,0,0,0,0,0,348,341,343,325,0,0,0,0,0,21.3,2.8,10.2,20.6,7.5,3.5,16.1,4.9,69.3,0.1,0.1,6.0,49.7,50.3,22.1,1328.0,21190927.0,85241.0,249.0,49380142.96,4224.4,11689.27,56228501.75,4315.8,13028.52
270010,Berkley Community School,Public School,Berkley,MA,"PK,K,01,02,03,04",Berkley,270000,59,86,95,90,112,95,0,0,0,0,0,0,0,0,0,0.0,0.0,13.8,29.1,18.4,0.0,0.2,0.9,96.1,0.0,0.0,2.8,49.5,50.5,20.8,537.0,4423115.0,72749.0,61.0,10232795.0,850.7,12028.68,11309630.0,859.8,13153.79
270305,Berkley Middle School,Public School,Berkley,MA,"05,06,07,08",Berkley,270000,0,0,0,0,0,0,88,99,106,99,0,0,0,0,0,0.3,0.3,18.1,25.3,11.0,1.0,0.8,1.5,94.1,0.0,0.0,2.6,48.0,52.0,19.3,392.0,4423115.0,72749.0,61.0,10232795.0,850.7,12028.68,11309630.0,859.8,13153.79
280005,Berlin Memorial,Public School,Berlin,MA,"PK,K,01,02,03,04,05",Berlin,280000,18,28,33,20,26,29,36,0,0,0,0,0,0,0,0,11.1,5.3,15.3,31.6,17.9,0.5,2.1,3.7,88.9,0.5,0.0,4.2,57.4,42.6,15.6,186.0,1370545.0,78541.0,17.0,3463938.09,187.6,18464.49,3573503.31,191.3,18680.1
300055,Ayers/Ryal Side School,Public School,Beverly,MA,"K,01,02,03,04,05",Beverly,300000,0,79,107,94,88,78,79,0,0,0,0,0,0,0,0,21.5,17.1,14.3,48.4,31.4,3.4,4.4,17.0,73.1,0.0,0.0,2.1,52.0,48.0,22.0,528.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300505,Beverly High,Public School,Beverly,MA,"09,10,11,12",Beverly,300000,0,0,0,0,0,0,0,0,0,0,310,301,333,332,9,4.1,2.0,17.7,35.2,23.8,3.0,2.7,10.8,81.2,0.0,0.2,2.2,49.8,50.2,18.9,1285.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300305,Briscoe Middle,Public School,Beverly,MA,"06,07,08",Beverly,300000,0,0,0,0,0,0,0,332,349,328,0,0,0,0,0,3.1,1.7,20.3,37.6,23.4,3.0,2.4,9.5,82.2,0.0,0.0,3.0,53.9,46.1,19.3,980.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300010,Centerville Elementary,Public School,Beverly,MA,"K,01,02,03,04,05",Beverly,300000,0,63,53,58,73,60,51,0,0,0,0,0,0,0,0,2.0,1.4,20.1,42.2,34.1,3.9,0.6,15.4,76.3,0.0,0.0,3.9,52.2,47.8,16.5,363.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300015,Cove Elementary,Public School,Beverly,MA,"K,01,02,03,04,05",Beverly,300000,0,93,79,83,74,79,56,0,0,0,0,0,0,0,0,3.7,2.6,17.5,40.3,28.4,3.0,1.3,11.4,77.4,0.0,0.2,6.7,52.2,47.8,15.8,457.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300033,Hannah Elementary,Public School,Beverly,MA,"K,01,02,03,04,05",Beverly,300000,0,43,49,79,59,87,64,0,0,0,0,0,0,0,0,2.1,1.6,19.4,34.4,20.7,1.3,1.3,11.8,80.8,0.0,0.0,4.7,51.4,48.6,16.8,369.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300002,McKeown School,Public School,Beverly,MA,PK,Beverly,300000,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,1.8,56.3,70.5,35.7,5.4,0.9,11.6,74.1,0.0,0.0,8.0,63.4,36.6,9.0,135.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
300040,North Beverly Elementary,Public School,Beverly,MA,"K,01,02,03,04,05",Beverly,300000,0,41,60,62,93,62,73,0,0,0,0,0,0,0,0,1.5,0.5,16.9,32.2,20.7,2.0,2.0,10.5,82.6,0.3,0.0,2.6,51.9,48.1,17.0,425.0,21856518.0,71078.0,308.0,54772903.12,4481.9,12220.91,61663547.12,4675.6,13188.37
310505,Billerica Memorial High School,Public School,Billerica,MA,"PK,09,10,11,12",Billerica,310000,144,0,0,0,0,0,0,0,0,0,360,274,310,280,8,6.8,1.2,14.9,26.7,15.2,2.3,6.4,4.6,84.3,0.1,0.3,2.0,49.9,50.1,17.7,1388.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310030,Eugene C Vining,Public School,Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,33,34,31,36,33,30,0,0,0,0,0,0,0,0,3.0,0.0,13.7,27.9,17.8,2.0,4.6,10.2,76.6,0.0,0.5,6.1,53.8,46.2,16.5,200.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310007,Frederick J Dutile,Public School,North Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,51,45,56,39,52,60,0,0,0,0,0,0,0,0,4.0,0.0,17.2,32.3,18.8,4.3,3.3,5.6,84.5,0.0,0.0,2.3,50.2,49.8,18.8,301.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310026,Hajjar Elementary,Public School,Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,77,73,68,101,78,80,0,0,0,0,0,0,0,0,16.6,5.2,13.6,33.3,17.4,4.6,8.6,8.4,76.9,0.4,0.0,1.0,53.2,46.8,20.3,509.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310012,John F Kennedy,Public School,Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,40,63,51,53,52,62,0,0,0,0,0,0,0,0,2.5,0.0,9.7,18.7,11.8,1.6,2.8,2.8,90.7,0.0,0.0,2.2,50.5,49.5,18.7,340.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310310,Locke Middle,Public School,Billerica,MA,"06,07,08",Billerica,310000,0,0,0,0,0,0,0,174,172,190,0,0,0,0,0,5.6,0.0,19.2,27.2,12.9,2.2,6.2,3.4,85.4,0.0,0.2,2.6,51.1,48.9,18.4,600.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310305,Marshall Middle School,Public School,Billerica,MA,"06,07,08",Billerica,310000,0,0,0,0,0,0,0,204,215,204,0,0,0,0,0,7.9,1.3,19.3,32.4,17.2,3.2,5.5,3.9,85.9,0.2,0.2,1.3,49.6,50.4,19.2,683.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310015,Parker,Public School,Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,83,96,87,90,84,67,0,0,0,0,0,0,0,0,5.9,0.8,18.1,32.7,18.3,5.9,10.5,6.9,73.2,0.4,0.0,3.2,55.8,44.2,20.2,489.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
310005,Thomas Ditson,Public School,Billerica,MA,"K,01,02,03,04,05",Billerica,310000,0,94,84,89,86,107,82,0,0,0,0,0,0,0,0,6.6,2.4,12.7,27.5,15.9,5.0,9.0,6.1,75.5,0.0,0.0,4.4,48.9,51.1,19.0,558.0,28755591.0,74345.0,387.0,74898453.0,5082.0,14737.99,83776392.0,5427.7,15434.97
350541,Another Course To College,Public School,Hyde Park,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,49,55,62,57,0,48.0,17.0,22.0,73.1,61.4,43.0,5.8,39.9,7.2,0.4,0.4,3.1,49.3,50.7,16.8,239.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350003,Baldwin Early Learning Center,Public School,Brighton,MA,"PK,K,01",Boston,350000,82,45,32,0,0,0,0,0,0,0,0,0,0,0,0,64.8,59.1,23.3,79.2,31.4,15.1,25.8,32.1,22.6,0.0,0.0,4.4,59.7,40.3,18.8,157.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350021,Beethoven,Public School,West Roxbury,MA,"PK,K,01,02,03",Boston,350000,41,81,91,111,5,0,0,0,0,0,0,0,0,0,0,29.8,26.1,14.6,60.2,39.5,23.4,3.6,29.2,41.0,0.0,0.0,2.7,49.5,50.5,17.2,349.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350390,Blackstone,Public School,Boston,MA,"PK,K,01,02,03,04,05",Boston,350000,80,81,76,83,100,99,66,0,0,0,0,0,0,0,0,56.8,46.5,23.6,91.1,72.5,24.1,1.5,69.4,3.6,0.0,0.2,1.2,52.6,47.4,18.6,654.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350548,Boston Adult Academy,Public School,Back Bay,MA,"11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,0,0,109,88,0,78.2,74.6,7.1,93.4,51.3,53.8,2.0,37.1,5.1,0.0,1.0,1.0,48.7,51.3,18.1,245.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350546,Boston Arts Academy,Public School,Boston,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,132,125,94,96,0,35.8,4.5,13.4,55.3,43.6,40.5,4.5,39.4,12.5,0.0,0.0,3.1,36.2,63.8,14.6,433.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350755,Boston Collaborative High School,Public School,Roslindale,MA,"07,08,09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,1,7,4,27,62,91,1,39.4,15.5,17.6,77.2,66.3,43.0,1.0,39.4,14.5,1.0,0.0,1.0,51.8,48.2,31.1,259.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350558,Boston Community Leadership Academy,Public School,Hyde Park,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,123,132,120,121,4,61.0,24.6,22.0,77.2,56.0,36.0,4.8,51.2,5.8,0.4,0.0,1.8,51.2,48.8,16.5,502.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350507,Boston International High School,Public School,Dorchester,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,158,83,69,68,0,100.0,79.6,4.2,99.5,60.3,47.4,3.4,45.5,1.9,0.0,0.8,1.1,51.9,48.1,15.3,518.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350560,Boston Latin,Public School,Boston,MA,"07,08,09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,386,387,424,407,420,379,0,32.7,3.2,2.1,20.8,15.7,8.0,29.0,12.1,46.9,0.1,0.0,3.8,45.1,54.9,25.8,2429.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350545,Boston Latin Academy,Public School,Dorchester,MA,"07,08,09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,262,269,303,293,303,268,0,41.6,1.8,2.9,36.6,31.7,22.7,21.9,22.6,29.3,0.4,0.2,2.9,41.9,58.1,17.9,1690.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350012,Boston Teachers Union School,Public School,Jamaica Plain,MA,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,21,21,20,24,32,34,28,46,35,35,0,0,0,0,0,24.3,13.5,21.6,56.1,39.9,23.0,2.7,39.5,31.1,0.3,0.0,3.4,51.4,48.6,18.6,325.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350505,Brighton High,Public School,Brighton,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,203,189,213,192,14,59.3,41.6,23.8,86.2,61.0,44.3,3.1,45.7,5.4,0.4,0.1,1.0,60.3,39.7,17.8,958.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350036,Carter Developmental Center,Public School,Boston,MA,"07,08,09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,3,1,2,5,3,9,6,55.2,31.0,100.0,100.0,75.9,51.7,13.8,17.2,13.8,0.0,3.4,0.0,62.1,37.9,27.0,27.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350054,Charles H Taylor,Public School,Mattapan,MA,"PK,K,01,02,03,04,05",Boston,350000,21,78,74,97,95,72,70,0,0,0,0,0,0,0,0,37.1,32.5,15.0,82.4,68.2,75.1,1.2,18.1,1.6,1.0,0.2,2.8,51.1,48.9,18.6,592.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350052,Charles Sumner,Public School,Roslindale,MA,"PK,K,01,02,03,04,05",Boston,350000,54,92,87,98,102,80,45,0,0,0,0,0,0,0,0,45.2,40.3,21.0,73.8,55.4,19.2,1.4,60.8,14.2,0.0,0.2,4.3,53.2,46.8,18.9,584.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350515,Charlestown High,Public School,Charlestown,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,259,188,225,195,43,61.9,41.5,25.3,87.4,62.9,33.1,17.0,43.5,5.2,0.1,0.0,1.1,60.1,39.9,15.2,952.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350430,Clarence R Edwards Middle,Public School,Charlestown,MA,"06,07,08",Boston,350000,0,0,0,0,0,0,0,97,110,128,0,0,0,0,0,68.4,42.4,31.6,88.7,58.5,13.1,7.5,68.1,9.6,0.0,0.0,1.8,54.3,45.7,19.4,397.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350518,Community Academy,Public School,Jamaica Plain,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,2,13,16,13,0,15.9,9.1,18.2,75.0,72.7,68.2,0.0,25.0,2.3,0.0,0.0,4.5,88.6,11.4,7.6,76.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350581,Community Academy of Science and Health,Public School,Dorchester,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,87,76,116,63,23,45.8,31.0,36.2,86.6,66.8,69.6,3.3,23.3,2.2,0.0,0.0,1.6,54.0,46.0,16.6,442.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350020,Curley K-8 School,Public School,Jamaica Plain,MA,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,106,89,87,82,110,120,90,109,70,85,0,0,0,0,0,47.5,36.5,26.2,69.6,52.2,18.7,2.5,53.8,20.1,0.0,0.1,4.7,49.6,50.4,19.0,950.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350062,Curtis Guild,Public School,East Boston,MA,"PK,K,01,02,03,04,05",Boston,350000,29,34,33,53,54,68,38,0,0,0,0,0,0,0,0,76.4,66.7,21.0,89.3,56.3,1.0,0.6,81.2,16.5,0.0,0.0,0.6,52.4,47.6,16.8,365.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350066,Dante Alighieri Montessori School,Public School,East Boston,MA,"PK,K,01,02,03,04,05,06",Boston,350000,28,14,13,16,10,7,4,4,0,0,0,0,0,0,0,59.4,49.0,10.4,71.9,33.3,1.0,0.0,62.5,30.2,0.0,0.0,6.3,49.0,51.0,6.6,87.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350072,David A Ellis,Public School,Roxbury,MA,"PK,K,01,02,03,04,05",Boston,350000,43,81,78,73,59,60,44,0,0,0,0,0,0,0,0,44.3,37.4,13.7,87.2,75.6,35.8,0.2,59.6,2.5,0.2,0.0,1.6,49.8,50.2,18.6,483.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350074,Dearborn,Public School,Dorchester,MA,"06,07,08,09,10,11,12",Boston,350000,0,0,0,0,0,0,0,58,52,53,48,39,40,19,0,65.0,48.2,12.9,85.4,61.5,67.3,0.3,26.5,1.6,0.6,0.0,3.6,55.0,45.0,13.9,277.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350077,Dennis C Haley,Public School,Roslindale,MA,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,25,38,40,44,47,71,48,46,42,51,0,0,0,0,0,22.6,17.5,31.0,62.4,41.4,30.8,1.1,36.9,24.8,0.2,0.4,5.8,48.5,51.5,22.9,461.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350080,Donald Mckay,Public School,East Boston,MA,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,19,59,68,85,73,88,69,103,76,92,0,0,0,0,0,84.8,59.4,13.0,88.3,50.3,2.2,0.5,89.2,7.2,0.0,0.0,0.8,51.2,48.8,19.2,722.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350651,Dorchester Academy,Public School,Dorchester,MA,"09,10,11,12",Boston,350000,0,0,0,0,0,0,0,0,0,0,40,18,12,29,0,33.3,8.1,34.3,77.8,72.7,61.6,1.0,32.3,4.0,0.0,0.0,1.0,45.5,54.5,10.7,124.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350008,Dr. Catherine Ellison-Rosa Parks Early Ed School,Public School,Mattapan,MA,"PK,K,01,02,03",Boston,350000,44,38,39,35,33,0,0,0,0,0,0,0,0,0,0,56.6,54.0,21.2,84.7,63.0,50.3,1.1,42.9,3.2,1.1,0.0,1.6,55.6,44.4,18.2,190.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350266,Dr. William Henderson Lower,Public School,Dorchester,MA,"PK,K,01,02",Boston,350000,74,46,49,48,0,0,0,0,0,0,0,0,0,0,0,26.3,25.8,25.8,63.1,37.3,25.8,13.8,17.5,40.1,0.0,0.5,2.3,47.9,52.1,25.1,225.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350426,Dr. William Henderson Upper,Public School,Dorchester,MA,"03,04,05,06,07,08,09,10,11,12",Boston,350000,0,0,0,0,39,50,38,52,59,60,67,60,45,30,5,25.1,11.5,42.6,80.4,54.7,43.2,6.7,25.7,21.6,0.2,0.2,2.4,54.7,45.3,17.1,413.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
350006,ELC - West Zone,Public School,Jamaica Plain,MA,"PK,K,01",Boston,350000,46,37,31,0,0,0,0,0,0,0,0,0,0,0,0,43.0,40.4,22.8,71.9,46.5,22.8,7.9,49.1,14.0,0.9,0.0,5.3,54.4,45.6,17.4,95.0,383866184.0,88790.0,4323.0,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36
